C1,C2,O,H1,H2,H3,H4,H5,H6
[-0.1844676   1.51721932 -1.04034945],[-0.67798575 -2.33728158  2.22403644],[-0.66263256  1.30793785  0.14601594],[ 0.32207472 -0.40190827 -0.13365847],[ 0.60294133  0.01543005 -0.40105723],[ 0.42885126 -0.10732248  0.28527248],[ 0.29844253  0.07206721 -0.34389506],[-0.25256734  0.41733442 -0.80668029],[ 0.10485415 -0.4908951   0.03038108]
[-1.37105595  1.51049016 -1.06791121],[ 0.74567759 -1.63161034  1.65812519],[-1.59830066  1.06770732  0.77339718],[ 0.6893839  -0.66749379  1.17252101],[ 0.90673339 -0.76533928 -0.44809732],[-0.01193736  0.19013862  0.10091367],[ 0.30807568 -0.19498651 -0.36158006],[-0.30036553  0.28556281 -1.25029907],[ 0.66162143  0.19520142 -0.59742743]
[0.8564183  1.79400286 0.05706531],[-1.12709255  0.70903187  0.38573745],[-0.46704461  0.95055032  0.24518059],[ 0.22859784 -0.44513996  0.04078962],[-0.23325113  0.10569645 -0.13279668],[-0.24102257 -0.93719986 -0.4605399 ],[-0.2751917  -1.14969079 -1.06573238],[ 1.03656555 -0.68071751  0.95165506],[ 0.17621578 -0.32907834 -0.06527407]
[-0.54969253  1.84705502 -2.1034802 ],[ 0.69819538 -1.25813298  1.7918912 ],[-0.44183712  1.33825973 -0.25198762],[ 0.80415738 -0.31131254  1.11528464],[ 0.4691902  -0.34755579 -0.03381152],[-0.09956026 -0.10112718 -0.12514462],[-0.12238017 -0.36001533 -0.3201664 ],[-0.46197278 -0.04001159 -0.50047518],[-0.27835722 -0.75498451  0.38626892]
[ 0.07723612  0.10216919 -1.42499291],[0.80766323 0.0046758  1.87269822],[-0.75614849 -0.10363575  0.74174665],[-0.0025648  -0.27780038  0.18762711],[-0.14769819 -0.01176381  0.20101537],[0.32498305 0.44973156 0.64069738],[ 0.09768356 -0.97111239 -0.6748149 ],[-0.99049584  0.34629267 -1.09578303],[ 0.50495473  0.52762164 -0.4761805 ]
[-0.1924386   1.52479622  0.6126679 ],[ 1.48900765 -1.10667796 -0.30098904],[-2.07769538  1.1948946   1.2116712 ],[-0.15912754 -0.53776938 -0.06771659],[ 0.61507777 -0.4114789  -0.4435155 ],[-0.12269168 -0.76770915  0.1429395 ],[ 0.00441547 -0.39306556 -0.06897703],[-0.30975951  0.41671599 -0.6109929 ],[ 0.6803149   0.15858573 -0.51795461]
[-1.08836278 -1.29491391 -0.8067564 ],[-0.10934469  0.16115273 -0.45810593],[-1.46769838 -0.12440574  0.83940162],[-0.26207148  0.38303587 -0.56710959],[ 0.81992614 -0.5239333  -0.56544657],[0.74288693 1.72316767 1.45277671],[-0.17420681 -0.32040867 -0.49964795],[ 1.02384698 -0.64718593  1.03498206],[ 0.49159966  0.67019265 -0.5364865 ]
[ 0.76548924  0.69052808 -0.68093255],[-0.51614409 -0.54765417  1.00074673],[-1.08092685  0.33694269  0.43156662],[ 0.28429493  0.08086223 -0.38437763],[-0.68695622  0.28758426  0.15328479],[-0.10680637 -0.48530916 -0.08609705],[ 0.0987348  -0.23587726 -0.65602773],[ 0.73939976 -0.40348143  0.53754557],[ 0.43363888  0.31338397 -0.40776354]
[-0.07357135  0.50828005 -1.03371765],[ 0.78906364 -3.6747173  -0.59071298],[-1.69311758  1.2507026   1.21281804],[ 0.96237323 -0.44311976  0.41106902],[-1.03871401  0.69809897  0.57118574],[ 0.30168758 -0.23294206 -0.2350814 ],[0.66125063 1.0401106  0.65737396],[-0.51579398  0.79414044 -0.55327806],[ 0.5634722   0.12120849 -0.49203013]
[ 0.19395567  1.47883014 -1.20842397],[-1.5505776  -2.11621302 -0.2768492 ],[-0.55543818  0.89657716  0.72396284],[-0.0092367  -0.07819611  0.48264165],[ 0.49249365 -0.31894011  0.1053513 ],[-0.03169793 -0.30336216 -0.20264245],[0.91960294 0.58309279 0.18108423],[ 0.02242305 -0.02336968  0.37094487],[ 0.44646456 -0.15725814 -0.25935303]
[ 1.49800146  1.10360311 -0.48523905],[-0.14047039 -0.57246165  0.13154837],[-1.62673307  0.13093434  1.17535151],[-0.40493003  0.14093515 -0.43743629],[-0.0957769  -0.12097691 -0.02788649],[-0.25368756 -0.39227422 -0.02651098],[ 0.03955535 -0.52084655 -0.64587123],[ 0.5357016  -0.40320984  0.6389074 ],[ 0.35614928  0.65611461 -0.37284513]
[-0.93044721  1.60774183 -1.2086657 ],[ 0.84098467 -1.97724486  1.58281403],[-1.79505723  0.88015651  0.95776975],[ 0.81433534 -0.78563421  1.35132685],[ 0.41122967 -0.52490878 -0.12736687],[-0.15854033 -0.10156816 -0.18597011],[ 0.45083576  0.10525283 -0.14954998],[-0.43424024  0.36456375 -1.45321319],[ 0.83058214  0.41112426 -0.8040484 ]
[ 0.03815093  1.79064349 -1.25611026],[-0.70232303 -2.77803794  2.28056267],[-0.98735647  0.89872208  0.44689939],[ 0.56861684 -0.60043727  0.06274228],[ 0.2530988  0.2949581 -0.1893566],[ 0.36114268 -0.44045593  0.02837786],[ 0.42592213  0.35976886 -0.16387606],[-0.40748491  0.53002025 -0.97412612],[ 0.45609296 -0.08665904 -0.26744796]
[ 0.25709014  0.45257152 -1.51567679],[ 0.78844364 -0.29044355  1.62909996],[-0.82167101 -0.47211556  0.85669323],[ 0.19261854 -0.44958907  0.43007515],[-0.417747    0.14068026  0.37946592],[0.15582543 0.03459162 0.33989204],[ 0.31199035 -0.597798   -0.34575286],[-1.19128639  0.40691973 -1.24028368],[ 0.6436877   0.79028873 -0.61275907]
[0.17312417 1.57880503 0.30512531],[ 1.70080854 -1.47707564 -0.64136221],[-2.32249528  0.99130437  1.43436468],[ 0.04854412 -0.75604818  0.1991358 ],[ 0.08089738 -0.05982894 -0.16120812],[-0.2298201  -1.04487193  0.02109706],[ 0.09965325 -0.10248555  0.27287443],[-0.48089478  0.55697411 -0.75746577],[ 0.88333839  0.37811015 -0.68876833]
[-0.89049273 -0.98453127 -0.8534545 ],[ 0.24818839 -0.25010111 -0.42369585],[-1.61204741 -0.47346034  1.02579277],[ 0.03812469  0.2330186  -0.2750739 ],[ 0.44178825 -0.28934192 -0.36597935],[0.52797362 1.27648951 1.05368582],[-0.10008473  0.01073074 -0.24781096],[ 0.71382761 -0.45371899  0.71885478],[ 0.60793693  0.95993624 -0.71359237]
[1.92320917 0.72699626 1.22573313],[-0.23849272  0.48627958  0.52086032],[-1.08286954 -0.47921927  0.99123388],[-1.21860995  0.66718063 -1.5020552 ],[ 0.09250806 -0.07893138 -0.05389491],[-0.2521789  -0.88790287 -0.28085672],[-0.03259842 -0.8780669  -0.63879132],[ 0.18285782 -0.35564743  0.24223019],[ 0.56178289  0.85045042 -0.53049263]
[ 1.01669938  2.06071172 -0.05679098],[-1.04335926  0.21514582  0.38209412],[-0.67751846  0.54184402  0.46812719],[ 0.46546054 -0.66356576  0.27007372],[-0.59046349  0.29670833 -0.01588409],[-0.32615347 -1.20854687 -0.66720777],[-0.09296585 -0.80351433 -0.76086377],[ 0.71643387 -0.45428108  0.63273694],[ 0.47362062  0.03373225 -0.29999453]
[-0.2372001   1.98048724 -2.36816641],[ 0.87661959 -1.67597869  1.75195049],[-0.84035545  0.77295935  0.15872117],[ 0.95477038 -0.37011436  1.28770679],[ 0.1109733  -0.11566663  0.25018787],[-0.24396674 -0.36729243 -0.36963002],[-0.03294756 -0.02719237 -0.03621638],[-0.68993389  0.03662951 -0.67196766],[ 0.10339475 -0.22185584 -0.04782282]
[ 0.70571067  0.95972423 -0.86705072],[-0.33575334 -1.02961322  1.18690744],[-1.19052067  0.00767854  0.57834035],[ 0.62086537 -0.06010053 -0.15487891],[-0.96396021  0.42308409  0.27660759],[-0.19438255 -0.76102116 -0.28453403],[ 0.23673648  0.12170436 -0.43155202],[ 0.45564708 -0.21786153  0.2016382 ],[ 0.58469546  0.58511254 -0.58861641]
[ 0.49809912  1.60421267 -1.53793857],[-1.36788961 -2.4753237  -0.19095313],[-0.77608676  0.51625677  1.04137894],[ 0.1648377  -0.19840974  0.72096844],[ 0.10090509 -0.08427287  0.41773067],[-0.1405007  -0.5511197  -0.42058638],[1.02141555 0.74262454 0.30639593],[-0.2982212   0.19410748  0.12756646],[ 0.72338354  0.1900057  -0.53995424]
[-0.48080331  1.63776952 -1.30514864],[ 0.91954848 -2.23639615  1.46834552],[-1.92493313  0.73121169  1.08624312],[ 0.89251856 -0.86217588  1.46648133],[-0.0552813  -0.29164527  0.17693727],[-0.29034669 -0.35260237 -0.4431466 ],[0.56613335 0.38193913 0.03650391],[-0.53386827  0.41237165 -1.5975635 ],[ 0.93557261  0.56381211 -0.9455472 ]
[-0.15642067  0.74560368 -0.9184786 ],[ 1.04444465 -3.94749259 -0.72437114],[-1.92418221  1.03677124  1.50023368],[ 1.18314965 -0.53901766  0.5345956 ],[-1.19368612  0.80029376  0.65786733],[ 0.23944014 -0.5368858  -0.49518555],[0.70163063 1.16245172 0.76679498],[-0.67647807  0.95442941 -0.65508479],[ 0.74500585  0.36657778 -0.71620071]
[ 0.41637932  0.7745339  -1.54396717],[ 0.72943457 -0.54573337  1.33738773],[-0.82628344 -0.77977435  0.92291238],[ 0.34973215 -0.59144513  0.63539386],[-0.6526726   0.27333966  0.54059705],[-0.00510477 -0.34890184  0.07147373],[ 0.50720613 -0.23520659 -0.02835146],[-1.33984083  0.44885591 -1.32239539],[ 0.73594835  0.99880933 -0.69225539]
[0.49699555 1.57244374 0.02271912],[ 1.8798544  -1.76856651 -0.97425189],[-2.48821365  0.83264242  1.58320462],[ 0.22122888 -0.92625781  0.4200056 ],[-0.39908615  0.26745897  0.08099358],[-0.31091107 -1.26057123 -0.0676291 ],[0.16454905 0.15262508 0.57728042],[-0.62005086  0.66172901 -0.86182158],[ 1.01460159  0.54275396 -0.80214556]
[-0.64892856 -0.62591508 -0.82814251],[ 0.63344985 -0.64389503 -0.3533792 ],[-1.68705639 -0.75186983  1.14847016],[ 0.3316105   0.10044195 -0.00070459],[ 0.07189632 -0.05640634 -0.16444895],[0.28221564 0.75888886 0.57124922],[-4.94476795e-02  3.31361056e-01  2.68926208e-05],[ 0.37994502 -0.25656943  0.39158246],[ 0.67006069  1.18517182 -0.82833443]
[ 1.73499373  1.43639296 -0.79933505],[ 0.1109565  -1.05484832  0.11080129],[-1.84159599 -0.23397253  1.40532983],[-0.16463008 -0.06297293 -0.12654331],[-0.42483116  0.04727664  0.12810157],[-0.39219749 -0.67306936 -0.22021644],[ 0.17844868 -0.19927196 -0.40789068],[ 0.22998552 -0.23253743  0.38274938],[ 0.49577157  1.0147556  -0.51675227]
[ 0.24375772  1.98989612 -1.42676317],[-0.71782186 -3.11768233  2.28605443],[-1.26708954  0.53507922  0.69710626],[ 0.78024058 -0.7622412   0.20811013],[-0.07397275  0.57222141  0.01720032],[ 0.29781467 -0.73091065 -0.19443303],[ 0.53357525  0.61667486 -0.0041113 ],[-0.52663505  0.62020022 -1.10032005],[ 0.75058965  0.27165411 -0.51485245]
[ 0.59473177  1.17252516 -1.00425288],[-0.15556663 -1.45368891  1.36289598],[-1.22753249 -0.27173408  0.67470548],[ 0.92016193 -0.17996127  0.03301156],[-1.17583693  0.51863514  0.36280433],[-0.25897929 -0.98273034 -0.45015749],[ 0.35563045  0.47085964 -0.2248415 ],[ 0.18619561 -0.04249212 -0.12234034],[ 0.68015786  0.79957948 -0.72670537]
[ 1.13111078  2.24079832 -0.14556352],[-0.93920226 -0.30196296  0.37363205],[-0.84792025  0.16594206  0.63702715],[ 0.66052507 -0.84091248  0.45130418],[-0.8918862   0.45512344  0.07636947],[-0.37622971 -1.40271141 -0.81764859],[ 0.09894284 -0.44248961 -0.4446371 ],[ 0.37638938 -0.23062644  0.30514855],[ 0.73476503  0.36225681 -0.49123003]
[ 0.06031319  2.04180238 -2.57414997],[ 1.03135157 -2.02385172  1.67229026],[-1.18474928  0.2558644   0.52370561],[ 1.06214273 -0.40248225  1.39606873],[-0.20142122  0.11661822  0.53288566],[-0.37543308 -0.58334811 -0.57082983],[0.0366162  0.26816549 0.22271972],[-0.86613414  0.08035784 -0.7970002 ],[ 0.42920811  0.25554405 -0.42466747]
[-0.06553328  1.60838013 -1.34823243],[ 0.98415139 -2.4029839   1.3274227 ],[-1.97979425  0.62278204  1.16956035],[ 0.92572577 -0.90480315  1.52492721],[-0.48747703 -0.08486817  0.47234892],[-0.39890665 -0.56131614 -0.65893666],[0.65893861 0.62030825 0.19507177],[-0.60322866  0.43958742 -1.68791328],[ 0.98048433  0.66243913 -1.02202976]
[1.97907197 1.08193972 0.8280574 ],[-0.11196735  0.18916986  0.43302687],[-1.18057378 -0.90124888  1.13988655],[-0.88451086  0.37288928 -1.08673715],[-0.22901646  0.10780112  0.10629687],[-0.34799296 -1.17106923 -0.45825134],[ 0.13977826 -0.57661415 -0.32858835],[-0.12567148 -0.2186444  -0.00072246],[ 0.70410699  1.18022934 -0.65668231]
[ 0.75679388  1.67166694 -1.81061462],[-1.17282722 -2.73450385 -0.1195289 ],[-0.93081614  0.19263958  1.30089701],[ 0.30639312 -0.29418889  0.91009671],[-0.24938905  0.13450234  0.69946289],[-0.2288781  -0.75074715 -0.59568974],[1.09933577 0.85542882 0.39938324],[-0.59027912  0.38861918 -0.07015393],[ 0.92934364  0.46771919 -0.7596795 ]
[ 0.54294017  1.04874503 -1.51776528],[ 0.65155417 -0.73980717  1.02772261],[-0.77291016 -1.0060962   0.94834277],[ 0.47486236 -0.69829911  0.79231403],[-0.83596381  0.37922817  0.6713393 ],[-0.14856902 -0.6834918  -0.16002082],[0.68625945 0.08685157 0.25964934],[-1.45203205  0.46403864 -1.35535228],[ 0.77438967  1.13815928 -0.72148085]
[-0.26492126  0.93056136 -0.76206202],[ 1.26930222 -4.10464808 -0.86038654],[-2.08325827  0.86340035  1.71950589],[ 1.3367665  -0.598247    0.61608503],[-1.28824891  0.87002988  0.70974195],[ 0.19297605 -0.78570661 -0.71288479],[0.71786764 1.2390809  0.84874334],[-0.7993784   1.08763845 -0.71395326],[ 0.87302911  0.552052   -0.8897061 ]
[-0.40434625 -0.27633022 -0.7564038 ],[ 1.01169574 -0.9886722  -0.27211929],[-1.70068687 -0.9607991   1.21002293],[ 0.59917829 -0.02162893  0.23723658],[-0.28145317  0.15803903  0.02420018],[0.04696975 0.25276799 0.10007145],[-0.01623898  0.60205768  0.22151925],[ 0.04226242 -0.06270759  0.07483168],[ 0.67613659  1.32812144 -0.88355583]
[ 1.90800207  1.7139107  -1.09569599],[ 0.36558636 -1.50124713  0.08682974],[-1.98605243 -0.53327218  1.56423891],[ 0.05915636 -0.24779014  0.16689607],[-0.70553655  0.19250991  0.2501031 ],[-0.50894184 -0.89988017 -0.37449434],[ 0.30858871  0.10617781 -0.18853162],[-0.07974621 -0.0603577   0.14561709],[ 0.57671684  1.27456797 -0.59872668]
[ 0.44063228  1.32434558 -1.08982701],[ 0.02022206 -1.79636298  1.51204867],[-1.19873439 -0.4981424   0.72000289],[ 1.17763185 -0.27325201  0.19560395],[-1.31750033  0.58274566  0.4241228 ],[-0.29495457 -1.15219079 -0.57775168],[ 0.44900071  0.77135481 -0.05010284],[-0.05854323  0.11392973 -0.41538489],[ 0.72628662  0.94961692 -0.80602954]
[ 0.75815804  1.51693466 -0.21916442],[ 2.02622034 -1.97006892 -1.28956997],[-2.57078551  0.732766    1.66295059],[ 0.3614877  -1.07435036  0.61273703],[-0.81381164  0.53993556  0.28272578],[-0.37009243 -1.42507283 -0.12143501],[0.21334877 0.36036162 0.82176451],[-0.72681213  0.7417549  -0.91977183],[ 1.08224237  0.63376964 -0.85449139]
[ 1.20030949  2.33664425 -0.20285285],[-0.82402039 -0.78408765  0.34929112],[-0.96344112 -0.15972226  0.74609468],[ 0.81018147 -0.97341163  0.58503205],[-1.13229079  0.58525877  0.14128225],[-0.40092588 -1.5297895  -0.91456019],[ 0.28219355 -0.09655153 -0.12765742],[ 0.05619118  0.00891473 -0.01118235],[ 0.94716582  0.63100923 -0.61627324]
[ 0.41432952  2.11371897 -1.54667715],[-0.7179316  -3.34838039  2.24634615],[-1.48582526  0.22556375  0.88816709],[ 0.95275436 -0.88579678  0.30699617],[-0.36451833  0.8097007   0.19172291],[ 0.25103223 -0.97037861 -0.38429736],[0.60895628 0.8230894  0.13321608],[-0.61539647  0.68549167 -1.17416588],[ 0.97279042  0.5575701  -0.69999454]
[1.93370265 1.41521624 0.36943013],[ 0.00059868 -0.08640701  0.31184288],[-1.2067505  -1.25198978  1.22058148],[-0.52422856  0.05362735 -0.63705739],[-0.51067556  0.27467318  0.25190003],[-0.41340219 -1.37537137 -0.58467135],[ 0.31232179 -0.27736136 -0.02369588],[-0.41054044 -0.09531154 -0.2107648 ],[ 0.78269103  1.41556163 -0.71837358]
[ 0.29308818  1.5241724  -1.33251375],[ 1.03533297 -2.47983462  1.16755843],[-1.96555113  0.55732738  1.18989668],[ 0.91757199 -0.9173043   1.52260219],[-0.84302298  0.09296446  0.72026708],[-0.48387536 -0.72367023 -0.83892491],[0.7326464  0.81754253 0.31361368],[-0.6413157   0.44724017 -1.72126315],[ 0.96704992  0.69944393 -1.03121781]
[ 0.62780277  1.26384044 -1.44852249],[ 0.56974318 -0.85924333  0.71877852],[-0.66909613 -1.15892793  0.92513847],[ 0.55875546 -0.77212446  0.89423339],[-0.96956186  0.44920671  0.771357  ],[-0.26618736 -0.97714731 -0.36508372],[0.83803522 0.38014557 0.50539452],[-1.52041125  0.46139077 -1.34400442],[ 0.75992032  1.20467335 -0.69610946]
[ 0.95743422  1.68321426 -2.01403851],[-0.9782314  -2.88656902 -0.06696695],[-1.01915688 -0.05742108  1.48821384],[ 0.4184418  -0.37062433  1.05181691],[-0.54537498  0.31195721  0.92590319],[-0.29284117 -0.90724303 -0.73338439],[1.14481563 0.92186812 0.46135642],[-0.84318349  0.55461771 -0.23511204],[ 1.06496097  0.6768812  -0.91490792]
[ 0.32044634  2.03604854 -2.71415577],[ 1.16660388 -2.288041    1.56636724],[-1.44588279 -0.18609999  0.83036357],[ 1.11746703 -0.40666467  1.44542338],[-0.45709308  0.30614807  0.76311553],[-0.47985741 -0.76000637 -0.74041204],[0.0991534  0.52705182 0.45028992],[-1.01546645  0.11477019 -0.87750329],[ 0.67633491  0.65862932 -0.73053097]
[ 2.01806887  1.92572043 -1.35290944],[ 0.61231801 -1.87994075  0.05416982],[-2.06256614 -0.76482228  1.65616758],[ 0.25057907 -0.4141614   0.43200312],[-0.9381614   0.30354875  0.35218727],[-0.60087968 -1.07422677 -0.49753928],[0.42722395 0.37787204 0.00303647],[-0.36371738  0.09336948 -0.07158773],[ 0.59988324  1.45622568 -0.62879286]
[-0.1849616  0.0270852 -0.6591628],[ 1.35323701 -1.26395585 -0.19372907],[-1.65632664 -1.10501311  1.20947778],[ 0.82126061 -0.12404395  0.43160785],[-0.59705225  0.35925231  0.19462375],[-0.16613923 -0.19309616 -0.32386921],[0.00632854 0.83303327 0.40342443],[-0.26930945  0.12082736 -0.22184485],[ 0.63906478  1.38750481 -0.87585507]
[ 0.25062944  1.41614349 -1.1288449 ],[ 0.18725847 -2.04125228  1.62422561],[-1.1205584  -0.66957818  0.71685228],[ 1.37635543 -0.34130643  0.31815171],[-1.39112928  0.61894266  0.45611608],[-0.31251628 -1.27300804 -0.6615598 ],[0.51450441 1.01649048 0.0974041 ],[-0.26655827  0.23506146 -0.65490617],[ 0.71633959  1.03604191 -0.82983073]
[-0.39300835  1.05957755 -0.57392695],[ 1.4516123  -4.14728457 -0.98961102],[-2.16974467  0.72981021  1.86606317],[ 1.44772108 -0.63006856  0.6472884 ],[-1.32099306  0.90364593  0.72610414],[ 0.16521392 -0.98905598 -0.89342359],[0.71069292 1.26730085 0.88971861],[-0.87556434  1.17443766 -0.73644598],[ 0.93889981  0.67187392 -1.00271248]
[ 1.21730481  2.35218069 -0.21595462],[-0.70881041 -1.19365556  0.30482298],[-1.0192755  -0.42824416  0.7971767 ],[ 0.91524278 -1.06804305  0.67004813],[-1.31546802  0.68252117  0.17712499],[-0.39831481 -1.60288202 -0.97007953],[0.42941613 0.2192047  0.15545173],[-0.25360994  0.23760948 -0.28129932],[ 1.0855841   0.82783982 -0.69019072]
[ 0.951045    1.41131891 -0.40540464],[ 2.13883425 -2.07856637 -1.58274978],[-2.57224123  0.68841659  1.67810929],[ 0.45988695 -1.18389439  0.7600204 ],[-1.13077013  0.76764767  0.44513134],[-0.41422553 -1.52510804 -0.14419217],[0.24078828 0.52608166 1.02882   ],[-0.80272843  0.79684054 -0.93928954],[ 1.08114896  0.65640279 -0.8510113 ]
[ 1.8190618   1.69968594 -0.08320084],[ 0.10147489 -0.31494239  0.16687927],[-1.1635417  -1.52529037  1.24869357],[-0.17554522 -0.27207028 -0.19782349],[-0.7469476   0.40739304  0.37149147],[-0.46354366 -1.53504266 -0.66785125],[ 0.4668315  -0.00975854  0.24792465],[-0.67875969  0.02409696 -0.38720741],[ 0.80432695  1.56984164 -0.72694019]
[ 0.5413443   2.16385543 -1.61376975],[-0.6996845  -3.46841742  2.16568829],[-1.63809866 -0.03287924  1.01880762],[ 1.07742684 -0.96103992  0.36671189],[-0.59584552  0.9982788   0.33561969],[ 0.21364206 -1.15777514 -0.54059542],[0.66166942 0.98650363 0.24038496],[-0.6714007   0.71802215 -1.20042857],[ 1.12631579  0.7731755  -0.81455362]
[ 0.58929465  1.38537501 -1.25495883],[ 1.07094918 -2.47328207  0.99389287],[-1.88146536  0.53284433  1.12976984],[ 0.86678799 -0.8940616   1.45799576],[-1.11005731  0.23073188  0.90242497],[-0.53942165 -0.84141073 -0.96771518],[0.77682029 0.97051291 0.40629519],[-0.65185759  0.43188548 -1.70713671],[ 0.8963142   0.67548585 -0.98005458]
[ 0.67007634  1.40600034 -1.33608409],[ 0.48846098 -0.90323109  0.41252262],[-0.52209756 -1.24256682  0.86307336],[ 0.60896574 -0.82383541  0.95702068],[-1.04429889  0.48944502  0.82841797],[-0.35486363 -1.19860618 -0.53440613],[0.95695994 0.61591679 0.70776446],[-1.54958015  0.43731575 -1.29368588],[ 0.69381439  1.19250426 -0.6344596 ]
[ 1.09682012  1.6391154  -2.14294584],[-0.78713047 -2.93232685 -0.03469178],[-1.03906879 -0.24732697  1.59987192],[ 0.49339092 -0.41434945  1.1380316 ],[-0.77312878  0.45869434  1.09782935],[-0.33640529 -1.01475387 -0.82687191],[1.16411413 0.95168172 0.49385134],[-1.04543434  0.69305182 -0.36265214],[ 1.13848238  0.81887344 -1.01034522]
[ 2.06692574  2.06606402 -1.55853365],[ 0.84259298 -2.17233499  0.01008319],[-2.0739142  -0.92721719  1.68610122],[ 0.41320709 -0.55754365  0.65034401],[-1.11838168  0.3919842   0.42158327],[-0.66258729 -1.18930215 -0.57957456],[0.51858077 0.62150214 0.17068153],[-0.63147987  0.2217485  -0.24454668],[ 0.57556355  1.56362842 -0.61363011]
[ 0.03263263  1.44969131 -1.12349565],[ 0.3451272  -2.18637439  1.69479524],[-1.00357402 -0.78174756  0.66364583],[ 1.53721123 -0.3795256   0.39115429],[-1.40899164  0.62728786  0.45921547],[-0.31130463 -1.33986256 -0.70750319],[0.55828064 1.21609253 0.21650053],[-0.43927343  0.33923646 -0.85084427],[ 0.65137444  1.05278638 -0.79906775]
[-0.53766453  1.1391866  -0.35894686],[ 1.59300541 -4.08237651 -1.10607553],[-2.18618861  0.63372208  1.93735716],[ 1.51226401 -0.6388293   0.64346312],[-1.29428861  0.90261662  0.70894165],[ 0.14938827 -1.13964197 -1.02194078],[0.68755566 1.25896353 0.89666726],[-0.92126435  1.21693464 -0.72600919],[ 0.94777952  0.72625649 -1.04760079]
[-0.00614434  0.26741845 -0.54872953],[ 1.64660794 -1.45455251 -0.12760213],[-1.55348133 -1.18466465  1.14492106],[ 0.99968519 -0.20547197  0.59133314],[-0.84907827  0.53154545  0.33870715],[-0.34349097 -0.58370859 -0.68649329],[0.01316958 1.02673666 0.54545282],[-0.51971273  0.27440147 -0.46609241],[ 0.55030056  1.37051127 -0.81158903]
